Institute,Program,Quota,Category,Gender,Opening Rank,Closing Rank
"Khwaja Moinuddin Chishti Language University, Lucknow",Mechanical Engineering,Home State,OBC-NCL,Gender-Neutral,1327411,1327411
"Khwaja Moinuddin Chishti Language University, Lucknow",Mechanical Engineering,Home State,OPEN,Female-only (including Supernumerary),594791,594791
"Khwaja Moinuddin Chishti Language University, Lucknow",Mechanical Engineering,Home State,OPEN,Gender-Neutral,940021,1296857
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Advanced Mechatronics and Industrial Automation,All India,OPEN,Gender-Neutral,540482,801365
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Advanced Mechatronics and Industrial Automation,Home State,EWS,Female-only (including Supernumerary),784333,784333
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Advanced Mechatronics and Industrial Automation,Home State,EWS,Gender-Neutral,699428,1008315
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Advanced Mechatronics and Industrial Automation,Home State,OBC-NCL,Female-only (including Supernumerary),642103,642103
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Advanced Mechatronics and Industrial Automation,Home State,OBC-NCL,Gender-Neutral,693817,1076882
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Advanced Mechatronics and Industrial Automation,Home State,OPEN,Female-only (including Supernumerary),642103,661907
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Advanced Mechatronics and Industrial Automation,Home State,OPEN,Gender-Neutral,693817,1076882
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Advanced Mechatronics and Industrial Automation,Home State,SC,Gender-Neutral,777697,777697
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science,Home State,EWS,Female-only (including Supernumerary),239266,239266
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science,Home State,EWS,Gender-Neutral,199560,199560
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science,Home State,OBC-NCL,Female-only (including Supernumerary),230302,230302
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science,Home State,OBC-NCL,Gender-Neutral,232344,243234
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science,Home State,OPEN,Female-only (including Supernumerary),227785,229546
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science,Home State,OPEN,Gender-Neutral,190634,199437
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science,Home State,SC,Female-only (including Supernumerary),857982,894900
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science,Home State,SC,Gender-Neutral,1005183,1037395
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science & Engineering (Cyber Security),Home State,EWS,Female-only (including Supernumerary),234728,234728
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science & Engineering (Cyber Security),Home State,EWS,Gender-Neutral,198301,202780
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science & Engineering (Cyber Security),Home State,OBC-NCL,Female-only (including Supernumerary),265294,268606
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science & Engineering (Cyber Security),Home State,OBC-NCL,Gender-Neutral,225459,243231
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science & Engineering (Cyber Security),Home State,OPEN,Female-only (including Supernumerary),204064,204064
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science & Engineering (Cyber Security),Home State,OPEN,Gender-Neutral,138762,177078
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science & Engineering (Cyber Security),Home State,SC,Female-only (including Supernumerary),825549,903806
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science & Engineering (Cyber Security),Home State,SC,Gender-Neutral,721645,805700
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science (FW),Home State,OPEN,Gender-Neutral,96496,96496
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Female-only (including Supernumerary),171441,178583
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Gender-Neutral,155354,166217
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Female-only (including Supernumerary),214956,214956
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Gender-Neutral,154717,161914
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),156444,162278
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,145729,151485
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Female-only (including Supernumerary),491885,692707
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Gender-Neutral,573728,597329
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,97287,97287
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Data Science),Home State,EWS,Female-only (including Supernumerary),218573,218573
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Data Science),Home State,EWS,Gender-Neutral,183005,183005
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Data Science),Home State,OBC-NCL,Female-only (including Supernumerary),221348,221348
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Data Science),Home State,OBC-NCL,Gender-Neutral,284602,284602
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Data Science),Home State,OPEN,Female-only (including Supernumerary),178142,178142
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Data Science),Home State,OPEN,Gender-Neutral,182774,182774
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Data Science),Home State,SC,Female-only (including Supernumerary),729404,729404
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science And Engineering(Data Science),Home State,SC,Gender-Neutral,717828,737339
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science Information Technology,All India,OPEN,Gender-Neutral,115557,143504
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science Information Technology,Home State,EWS,Female-only (including Supernumerary),269150,269150
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science Information Technology,Home State,EWS,Gender-Neutral,250714,253355
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science Information Technology,Home State,OBC-NCL,Female-only (including Supernumerary),307328,307328
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science Information Technology,Home State,OBC-NCL,Gender-Neutral,251043,303186
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science Information Technology,Home State,OPEN,Female-only (including Supernumerary),226052,249340
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science Information Technology,Home State,OPEN,Gender-Neutral,226655,232415
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science Information Technology,Home State,SC,Female-only (including Supernumerary),986760,986760
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science Information Technology,Home State,SC,Gender-Neutral,614991,1310058
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science Information Technology (FW),Home State,OPEN,Gender-Neutral,110779,110779
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science and Engineering,Home State,EWS,Female-only (including Supernumerary),137270,137270
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science and Engineering,Home State,EWS,Gender-Neutral,142076,146244
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science and Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),145154,145154
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science and Engineering,Home State,OBC-NCL,Gender-Neutral,212782,212782
"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),126903,129257
